corrida,total,errores,pct_error,inactividad_s
1,30.0651,0
0,,.679917279
2,30.0017,0
0,,.606291193
3,30.0027,0
0,,.677692156
4,30.0395,0
0,,.648277434
5,30.0164,0
0,,.631930315
